step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
2899,981464,23192,0.06157122642075569,1.0,1.0,,,
2900,981792,23200,0.048233693412944846,1.0,1.0,,,
2901,982120,23208,0.05385866672084692,0.875,0.9795918367346939,,,
2902,982320,23216,0.09515066188194932,1.0,1.0,,,
2903,982584,23224,0.06174691522739733,1.0,1.0,,,
2904,982848,23232,0.09666289344844732,1.0,1.0,,,
2905,983048,23240,0.05626357353250863,1.0,1.0,,,
2906,983312,23248,0.0821728409124941,0.875,0.9824561403508771,,,
2907,983640,23256,0.05310055523239867,1.0,1.0,,,
2908,983904,23264,0.07451573416862209,1.0,1.0,,,
2909,984168,23272,0.05672752772140459,1.0,1.0,,,
2910,984496,23280,0.06980196460062935,0.875,0.9850746268656716,,,
2911,984696,23288,0.061607775836682165,1.0,1.0,,,
2912,984960,23296,0.05577793426724394,1.0,1.0,,,
2913,985160,23304,0.05847509630842313,1.0,1.0,,,
2914,985424,23312,0.05603306408142453,1.0,1.0,,,
2915,985752,23320,0.0535491517076467,1.0,1.0,,,
2916,986208,23328,0.05847959234556999,1.0,1.0,,,
2917,986472,23336,0.06346969199452297,1.0,1.0,,,
2918,986864,23344,0.04216559013134374,1.0,1.0,,,
2919,987128,23352,0.05191117041371828,1.0,1.0,,,
2920,987456,23360,0.07081334097178238,0.875,0.9807692307692307,,,
2921,987784,23368,0.06428926805856137,1.0,1.0,,,
2922,988240,23376,0.0662369355901277,1.0,1.0,,,
2923,988632,23384,0.08399235518177821,1.0,1.0,,,
2924,989088,23392,0.05496860446103753,1.0,1.0,,,
2925,989352,23400,0.06274216301108786,1.0,1.0,,,
2926,989808,23408,0.0517867130056787,1.0,1.0,,,
2927,990328,23416,0.04731518488331396,1.0,1.0,,,
2928,990720,23424,0.07354688862573129,1.0,1.0,,,
2929,990984,23432,0.06557603085442412,1.0,1.0,,,
2930,991504,23440,0.048459922472247216,1.0,1.0,,,
2931,991832,23448,0.05952363244480208,1.0,1.0,,,
2932,992160,23456,0.057800675068853266,1.0,1.0,,,
2933,992424,23464,0.0511241860830312,1.0,1.0,,,
2934,992752,23472,0.050846111798775184,1.0,1.0,,,
2935,993080,23480,0.06228801553450364,1.0,1.0,,,
2936,993472,23488,0.06408610183656967,1.0,1.0,,,
2937,993928,23496,0.060606682754281806,1.0,1.0,,,
2938,994256,23504,0.04791417226957543,1.0,1.0,,,
2939,994712,23512,0.05789127804956277,1.0,1.0,,,
2940,994976,23520,0.062108799226212555,1.0,1.0,,,
2941,995304,23528,0.04715622229349072,1.0,1.0,,,
2942,995568,23536,0.06234799544386426,1.0,1.0,,,
2943,995768,23544,0.04940844503160549,1.0,1.0,,,
2944,996224,23552,0.08436074619623343,1.0,1.0,,,
2945,996616,23560,0.06139779558737845,1.0,1.0,,,
2946,996880,23568,0.06284807313353738,1.0,1.0,,,
2947,997272,23576,0.05031077030909917,1.0,1.0,,,
2948,997600,23584,0.06012748040161001,1.0,1.0,,,
2949,997864,23592,0.06292423943702619,1.0,1.0,,,
2950,998064,23600,0.06443741958401443,1.0,1.0,,,
2951,998392,23608,0.0802388137512269,1.0,1.0,,,
2952,998656,23616,0.06556932366500798,1.0,1.0,,,
2953,998856,23624,0.07528265343031328,1.0,1.0,,,
2954,999184,23632,0.045897328710141204,0.875,0.9791666666666666,,,
2955,999448,23640,0.05688733436398215,1.0,1.0,,,
2956,999840,23648,0.05727542248424571,1.0,1.0,,,
2957,1000296,23656,0.07709478939693074,1.0,1.0,,,
2958,1000496,23664,0.057659033793691715,1.0,1.0,,,
2959,1000696,23672,0.06524172924485612,1.0,1.0,,,
2960,1001024,23680,0.049316608688654916,1.0,1.0,,,
2961,1001288,23688,0.08402172670799672,1.0,1.0,,,
2962,1001488,23696,0.0663346892477031,1.0,1.0,,,
2963,1001752,23704,0.04929632082068625,1.0,1.0,,,
2964,1002336,23712,0.053800644244476926,1.0,1.0,,,
2965,1002600,23720,0.0622317703256274,1.0,1.0,,,
2966,1002928,23728,0.05850636563759939,1.0,1.0,0.08846272817493021,1.0,1.0
2967,1003192,23736,0.08342578218404342,1.0,1.0,,,
2968,1003456,23744,0.060974738746855814,1.0,1.0,,,
2969,1003848,23752,0.06512172859690298,1.0,1.0,,,
2970,1004112,23760,0.06887469909473813,1.0,1.0,,,
2971,1004376,23768,0.09133657818093162,1.0,1.0,,,
2972,1004640,23776,0.06105765066916052,1.0,1.0,,,
2973,1004904,23784,0.05836550941553428,1.0,1.0,,,
2974,1005168,23792,0.0548828588908139,1.0,1.0,,,
2975,1005432,23800,0.06866364642015758,1.0,1.0,,,
2976,1005632,23808,0.07875501283684834,1.0,1.0,,,
2977,1005896,23816,0.050022869902720854,1.0,1.0,,,
2978,1006160,23824,0.06555010559153414,1.0,1.0,,,
2979,1006552,23832,0.056696194634730114,1.0,1.0,,,
2980,1007072,23840,0.06731195706370655,1.0,1.0,,,
2981,1007464,23848,0.05772066537015073,1.0,1.0,,,
2982,1007856,23856,0.05091475701335288,1.0,1.0,,,
2983,1008120,23864,0.0656594232130369,1.0,1.0,,,
2984,1008384,23872,0.06355891210426565,1.0,1.0,,,
2985,1008712,23880,0.0637113313881283,1.0,1.0,,,
2986,1009040,23888,0.04738491350861487,1.0,1.0,,,
2987,1009496,23896,0.05483814783437919,1.0,1.0,,,
2988,1009696,23904,0.06270572411858323,1.0,1.0,,,
2989,1009960,23912,0.04790495546931023,1.0,1.0,,,
2990,1010352,23920,0.044334633471553773,1.0,1.0,,,
2991,1010616,23928,0.08436016711087671,1.0,1.0,,,
2992,1010816,23936,0.07433902745623737,1.0,1.0,,,
2993,1011144,23944,0.06677069065028376,1.0,1.0,,,
2994,1011664,23952,0.06302604677313448,1.0,1.0,,,
2995,1011928,23960,0.06029943277514955,1.0,1.0,,,
2996,1012384,23968,0.055256365905451556,1.0,1.0,,,
2997,1012776,23976,0.05628041674569601,1.0,1.0,,,
2998,1012976,23984,0.07766524194857628,1.0,1.0,,,
2999,1013432,23992,0.07983266661677094,0.875,0.9818181818181818,,,
3000,1014080,24000,0.05387919472302717,1.0,1.0,,,
3001,1014664,24008,0.05039679322756167,1.0,1.0,,,
3002,1014864,24016,0.06520408744106068,1.0,1.0,,,
3003,1015320,24024,0.04965091355336706,1.0,1.0,,,
3004,1015520,24032,0.06818138988318438,1.0,1.0,,,
3005,1015784,24040,0.0655984858035541,1.0,1.0,,,
3006,1016112,24048,0.06091600290642436,1.0,1.0,,,
3007,1016312,24056,0.08654739286356689,1.0,1.0,,,
3008,1016768,24064,0.04250511040771154,1.0,1.0,,,
3009,1017288,24072,0.05069915885573908,1.0,1.0,,,
3010,1017616,24080,0.0687992689239342,1.0,1.0,,,
3011,1018328,24088,0.03595984076786407,1.0,1.0,,,
3012,1018656,24096,0.05690028189999058,1.0,1.0,,,
3013,1018920,24104,0.04924879916692374,1.0,1.0,,,
3014,1019120,24112,0.06462395696758368,1.0,1.0,,,
3015,1019448,24120,0.05974605496675953,1.0,1.0,,,
3016,1019712,24128,0.06925134912568816,1.0,1.0,,,
3017,1020232,24136,0.06286001990477805,1.0,1.0,,,
3018,1020496,24144,0.04801972774226092,1.0,1.0,,,
3019,1020952,24152,0.05010699185115147,1.0,1.0,,,
3020,1021216,24160,0.04280214249160315,1.0,1.0,,,
3021,1021480,24168,0.057742152300702024,1.0,1.0,,,
3022,1021872,24176,0.06748325438412402,1.0,1.0,,,
3023,1022136,24184,0.05577643488280245,1.0,1.0,,,
3024,1022336,24192,0.07981916863361771,1.0,1.0,,,
3025,1022664,24200,0.04398846072021328,1.0,1.0,,,
3026,1022992,24208,0.04919580947057207,1.0,1.0,,,
3027,1023448,24216,0.05888205498965287,1.0,1.0,,,
3028,1023712,24224,0.06257363047380554,1.0,1.0,,,
3029,1024104,24232,0.06112217148571953,1.0,1.0,,,
3030,1024432,24240,0.05021397788478049,1.0,1.0,,,
3031,1024696,24248,0.06954721399896187,1.0,1.0,,,
3032,1025088,24256,0.0656249423131738,1.0,1.0,,,
3033,1025416,24264,0.045917797100011946,1.0,1.0,,,
3034,1025680,24272,0.06331214120517624,1.0,1.0,,,
3035,1025944,24280,0.05649132669535968,1.0,1.0,,,
3036,1026336,24288,0.08042696993827693,1.0,1.0,,,
3037,1026600,24296,0.07248937696104543,1.0,1.0,,,
3038,1026864,24304,0.053824587501010525,1.0,1.0,,,
3039,1027384,24312,0.05057821218474972,1.0,1.0,,,
3040,1027840,24320,0.06666352145240936,1.0,1.0,,,
3041,1028040,24328,0.06783204119212691,1.0,1.0,,,
3042,1028432,24336,0.07873697765719917,1.0,1.0,,,
3043,1028632,24344,0.06951125493127293,1.0,1.0,,,
3044,1028832,24352,0.0782449740873893,1.0,1.0,,,
3045,1029160,24360,0.05833630660468864,0.875,0.9807692307692307,,,
3046,1029552,24368,0.045985933810302214,0.875,0.98,,,
3047,1029816,24376,0.06293954132913848,1.0,1.0,,,
3048,1030144,24384,0.08279650789034423,1.0,1.0,,,
3049,1030536,24392,0.045902541296430066,1.0,1.0,,,
3050,1030800,24400,0.07777351771271493,1.0,1.0,,,
3051,1031192,24408,0.0425544539426643,1.0,1.0,,,
3052,1031392,24416,0.07569350725039836,1.0,1.0,,,
3053,1031848,24424,0.08037284381751064,1.0,1.0,,,
3054,1032304,24432,0.062146679885719536,0.875,0.975609756097561,,,
3055,1032632,24440,0.04630703737408527,1.0,1.0,,,
3056,1032960,24448,0.04638398624323813,1.0,1.0,,,
3057,1033352,24456,0.06527616355666897,1.0,1.0,,,
3058,1033552,24464,0.0512794382655039,1.0,1.0,,,
3059,1034008,24472,0.059939101631679016,1.0,1.0,,,
3060,1034272,24480,0.051416683111578466,1.0,1.0,,,
3061,1034792,24488,0.051980330745409205,0.875,0.9852941176470589,,,
3062,1035120,24496,0.05791286484924828,0.875,0.9811320754716981,,,
3063,1035448,24504,0.05576070879228805,1.0,1.0,0.07221418550536947,1.0,1.0
3064,1035648,24512,0.07815337690098918,1.0,1.0,,,
3065,1035976,24520,0.057098077311607806,1.0,1.0,,,
3066,1036304,24528,0.04552713526303087,1.0,1.0,,,
3067,1036568,24536,0.06269888464700707,1.0,1.0,,,
3068,1036768,24544,0.06832692204012437,0.875,0.9791666666666666,,,
3069,1037032,24552,0.06702169186425477,1.0,1.0,,,
3070,1037296,24560,0.08286145122026434,1.0,1.0,,,
3071,1037496,24568,0.06425286664989431,1.0,1.0,,,
3072,1037824,24576,0.05523563663351407,1.0,1.0,,,
3073,1038088,24584,0.0661346276261868,1.0,1.0,,,
3074,1038416,24592,0.04246004863226432,1.0,1.0,,,
3075,1038872,24600,0.06411235887221033,0.875,0.9818181818181818,,,
3076,1039072,24608,0.08122501116648902,1.0,1.0,,,
3077,1039272,24616,0.061088471359219604,1.0,1.0,,,
3078,1039664,24624,0.046120679087529926,0.875,0.9636363636363636,,,
3079,1039864,24632,0.06617081153942764,1.0,1.0,,,
3080,1040320,24640,0.04808963138561112,1.0,1.0,,,
3081,1040584,24648,0.07059281971127433,1.0,1.0,,,
3082,1040848,24656,0.07237829951065221,1.0,1.0,,,
3083,1041176,24664,0.0841584065328254,1.0,1.0,,,
3084,1042080,24672,0.04991599717281405,1.0,1.0,,,
3085,1042472,24680,0.04298416374844614,1.0,1.0,,,
3086,1042864,24688,0.058754488110534346,1.0,1.0,,,
3087,1043256,24696,0.053964207416618615,1.0,1.0,,,
3088,1043520,24704,0.06923796541870773,1.0,1.0,,,
3089,1043912,24712,0.07432469924364099,1.0,1.0,,,
3090,1044112,24720,0.08722235025445191,1.0,1.0,,,
3091,1044632,24728,0.04636289784881635,1.0,1.0,,,
3092,1044896,24736,0.05567618052020307,1.0,1.0,,,
3093,1045352,24744,0.050403618813378584,1.0,1.0,,,
3094,1045808,24752,0.048772467051224795,1.0,1.0,,,
3095,1046008,24760,0.0690550656844612,1.0,1.0,,,
3096,1046336,24768,0.0656403771497229,1.0,1.0,,,
3097,1046728,24776,0.054378113175615535,1.0,1.0,,,
3098,1046928,24784,0.05927281443617693,1.0,1.0,,,
3099,1047384,24792,0.04375081057951985,1.0,1.0,,,
3100,1047968,24800,0.04920844979182757,1.0,1.0,,,
3101,1048424,24808,0.05472398138304739,1.0,1.0,,,
3102,1048880,24816,0.04751781493913882,1.0,1.0,,,
3103,1049144,24824,0.058613829991175107,1.0,1.0,,,
3104,1049664,24832,0.055020937019866656,1.0,1.0,,,
3105,1049864,24840,0.06928082576563852,1.0,1.0,,,
3106,1050128,24848,0.05835935393238322,1.0,1.0,,,
3107,1050648,24856,0.05299721690533221,1.0,1.0,,,
3108,1050912,24864,0.05729042617032302,1.0,1.0,,,
3109,1051112,24872,0.07820875544086003,1.0,1.0,,,
3110,1051440,24880,0.05164376907409614,1.0,1.0,,,
3111,1051768,24888,0.07528400090642831,1.0,1.0,,,
3112,1052224,24896,0.05966959785129083,1.0,1.0,,,
3113,1052680,24904,0.04563056944360027,1.0,1.0,,,
3114,1053136,24912,0.05571573704368688,1.0,1.0,,,
3115,1053336,24920,0.06591698768381594,1.0,1.0,,,
3116,1053792,24928,0.06878762985876885,1.0,1.0,,,
3117,1054056,24936,0.06207167735687698,0.875,0.9767441860465116,,,
3118,1054320,24944,0.06269326527044776,1.0,1.0,,,
3119,1054584,24952,0.08545301263339476,1.0,1.0,,,
3120,1055040,24960,0.04569435862218673,1.0,1.0,,,
3121,1055240,24968,0.0657358236873715,1.0,1.0,,,
3122,1055568,24976,0.051057433537915954,1.0,1.0,,,
3123,1056024,24984,0.06171329084545619,1.0,1.0,,,
3124,1056736,24992,0.04215096549985408,1.0,1.0,,,
3125,1057000,25000,0.05698445447530659,1.0,1.0,,,
3126,1057328,25008,0.051186374645657284,1.0,1.0,,,
3127,1057720,25016,0.05270760199662222,1.0,1.0,,,
3128,1057920,25024,0.05621088372839977,1.0,1.0,,,
3129,1058376,25032,0.04116632700991748,1.0,1.0,,,
3130,1058768,25040,0.07483759052941565,1.0,1.0,,,
3131,1059096,25048,0.04589720168692779,1.0,1.0,,,
3132,1059296,25056,0.09749866279080656,1.0,1.0,,,
3133,1059560,25064,0.05878899083018708,1.0,1.0,,,
3134,1059888,25072,0.05141976432491635,1.0,1.0,,,
3135,1060344,25080,0.05882352626468373,1.0,1.0,,,
3136,1060928,25088,0.04190654400864921,1.0,1.0,,,
3137,1061576,25096,0.04722169682431949,0.875,0.9818181818181818,,,
3138,1061840,25104,0.07662799484723658,1.0,1.0,,,
3139,1062296,25112,0.03870711488169478,1.0,1.0,,,
3140,1062624,25120,0.06332891898375151,1.0,1.0,,,
3141,1063016,25128,0.04844563287585737,1.0,1.0,,,
3142,1063408,25136,0.06156315676496645,1.0,1.0,,,
3143,1063608,25144,0.06379186335816313,1.0,1.0,,,
3144,1063936,25152,0.05004961595712789,1.0,1.0,,,
3145,1064136,25160,0.06443934127536415,1.0,1.0,,,
3146,1064656,25168,0.03391073379545748,1.0,1.0,,,
3147,1064856,25176,0.06895532399141491,1.0,1.0,,,
3148,1065056,25184,0.09823124772969506,1.0,1.0,,,
3149,1065256,25192,0.0857066630937124,0.875,0.9714285714285714,,,
3150,1065648,25200,0.04430084074977786,1.0,1.0,,,
3151,1065848,25208,0.05572193079819681,1.0,1.0,,,
3152,1066112,25216,0.06858556853557252,0.875,0.98,,,
3153,1066440,25224,0.06952744311437561,1.0,1.0,,,
3154,1066704,25232,0.05576751816398501,1.0,1.0,,,
3155,1067160,25240,0.07490001709715884,1.0,1.0,,,
3156,1067488,25248,0.05711320338321951,1.0,1.0,,,
3157,1067880,25256,0.06607335986225608,1.0,1.0,,,
3158,1068144,25264,0.08023126757124564,1.0,1.0,0.08330304919362304,1.0,1.0
3159,1068344,25272,0.0632926642924904,1.0,1.0,,,
3160,1068672,25280,0.05375339774346531,1.0,1.0,,,
3161,1069256,25288,0.043119596569625274,1.0,1.0,,,
3162,1069520,25296,0.059939297897252566,0.875,0.9814814814814815,,,
3163,1069784,25304,0.06942963729724695,1.0,1.0,,,
3164,1069984,25312,0.0784674550472288,1.0,1.0,,,
3165,1070376,25320,0.046291704908071725,1.0,1.0,,,
3166,1070640,25328,0.07195129161151889,1.0,1.0,,,
3167,1070904,25336,0.05655874786440213,1.0,1.0,,,
3168,1071232,25344,0.062117767765632756,1.0,1.0,,,
3169,1071560,25352,0.05952206335499062,1.0,1.0,,,
3170,1072016,25360,0.0471087229929534,1.0,1.0,,,
3171,1072280,25368,0.0607509105291597,1.0,1.0,,,
3172,1072480,25376,0.051873827507646436,1.0,1.0,,,
3173,1072680,25384,0.07079466278251238,1.0,1.0,,,
3174,1073008,25392,0.06085127829177456,1.0,1.0,,,
3175,1073336,25400,0.03733856330961249,1.0,1.0,,,
3176,1073600,25408,0.05501912744082369,1.0,1.0,,,
3177,1074056,25416,0.04662478165359,1.0,1.0,,,
3178,1074320,25424,0.04314918617702013,1.0,1.0,,,
3179,1074776,25432,0.05697741755743957,1.0,1.0,,,
3180,1075168,25440,0.053836337524002346,1.0,1.0,,,
3181,1075432,25448,0.06427046715027901,1.0,1.0,,,
3182,1075888,25456,0.05499736956690994,1.0,1.0,,,
3183,1076216,25464,0.08186237938131259,1.0,1.0,,,
3184,1076480,25472,0.07055711053340574,1.0,1.0,,,
3185,1076872,25480,0.04688696431611092,1.0,1.0,,,
3186,1077136,25488,0.04824227574263259,1.0,1.0,,,
3187,1077400,25496,0.059264622916311634,1.0,1.0,,,
3188,1077856,25504,0.053589483733826486,1.0,1.0,,,
3189,1078120,25512,0.0546028801922398,1.0,1.0,,,
3190,1078640,25520,0.04533133453859295,1.0,1.0,,,
3191,1079160,25528,0.049014086084235575,1.0,1.0,,,
3192,1079680,25536,0.04274715843837563,1.0,1.0,,,
3193,1079880,25544,0.0786550029991601,1.0,1.0,,,
3194,1080208,25552,0.06883416936743406,1.0,1.0,,,
3195,1080664,25560,0.051564603304509536,0.875,0.9824561403508771,,,
3196,1081376,25568,0.08224591968918128,1.0,1.0,,,
3197,1081640,25576,0.057791210852319065,1.0,1.0,,,
3198,1081840,25584,0.07874392676732801,1.0,1.0,,,
3199,1082232,25592,0.06520947395453454,1.0,1.0,,,
3200,1082752,25600,0.045958201029612886,1.0,1.0,,,
3201,1083208,25608,0.04725138083043589,1.0,1.0,,,
3202,1083472,25616,0.0628779192037801,1.0,1.0,,,
3203,1083864,25624,0.050706807983270985,1.0,1.0,,,
3204,1084320,25632,0.050722992125115565,1.0,1.0,,,
3205,1084648,25640,0.0816114381745464,0.75,0.9583333333333334,,,
3206,1085104,25648,0.06426906443793712,1.0,1.0,,,
3207,1085432,25656,0.04954997685038197,1.0,1.0,,,
3208,1085760,25664,0.06292010958528116,1.0,1.0,,,
3209,1086024,25672,0.05296344080153161,1.0,1.0,,,
3210,1086352,25680,0.06177284655305547,1.0,1.0,,,
3211,1086680,25688,0.06246303293231335,0.875,0.9772727272727273,,,
3212,1087136,25696,0.04173125743866176,1.0,1.0,,,
3213,1087656,25704,0.0413075312599613,1.0,1.0,,,
3214,1088112,25712,0.040788643388275814,1.0,1.0,,,
3215,1088312,25720,0.06074330278642861,1.0,1.0,,,
3216,1088512,25728,0.07976870440148735,1.0,1.0,,,
3217,1088840,25736,0.06135546409163295,1.0,1.0,,,
3218,1089104,25744,0.0491980851466567,1.0,1.0,,,
3219,1089816,25752,0.042589114448496175,1.0,1.0,,,
3220,1090144,25760,0.055682260876585135,1.0,1.0,,,
3221,1090472,25768,0.06864372133134226,1.0,1.0,,,
3222,1090736,25776,0.07232913102304951,1.0,1.0,,,
3223,1091000,25784,0.06908425693180255,1.0,1.0,,,
3224,1091200,25792,0.06309756242851154,1.0,1.0,,,
3225,1091592,25800,0.05664465031944601,1.0,1.0,,,
3226,1091984,25808,0.05942386225200377,1.0,1.0,,,
3227,1092440,25816,0.06406160115071244,1.0,1.0,,,
3228,1092640,25824,0.05855261679990781,1.0,1.0,,,
3229,1093160,25832,0.05681593943714245,1.0,1.0,,,
3230,1093616,25840,0.0535629146873569,1.0,1.0,,,
3231,1093816,25848,0.08936269552663023,1.0,1.0,,,
3232,1094080,25856,0.0680241536154752,1.0,1.0,,,
3233,1094408,25864,0.043893243627565505,1.0,1.0,,,
3234,1094736,25872,0.06692269937786013,1.0,1.0,,,
3235,1095000,25880,0.06461991208333959,1.0,1.0,,,
3236,1095520,25888,0.05521002844427991,1.0,1.0,,,
3237,1095976,25896,0.040976700340493874,1.0,1.0,,,
3238,1096304,25904,0.0607937870449717,1.0,1.0,,,
3239,1096632,25912,0.06164248645556285,0.875,0.9791666666666666,,,
3240,1096896,25920,0.04981783401624257,1.0,1.0,,,
3241,1097288,25928,0.04418606596067487,1.0,1.0,,,
3242,1097616,25936,0.06117802511121746,1.0,1.0,,,
3243,1097880,25944,0.0769204028867657,0.875,0.975609756097561,,,
3244,1098144,25952,0.04572698810507414,1.0,1.0,,,
3245,1098536,25960,0.0418097435244173,1.0,1.0,,,
3246,1098928,25968,0.059052063517939006,1.0,1.0,,,
3247,1099320,25976,0.052247470040698324,1.0,1.0,,,
3248,1100032,25984,0.05568325749919698,1.0,1.0,,,
3249,1100232,25992,0.06159866054689107,1.0,1.0,,,
3250,1100624,26000,0.06550888348759525,1.0,1.0,,,
3251,1100824,26008,0.07318252263005273,1.0,1.0,,,
3252,1101280,26016,0.06387309343467358,1.0,1.0,,,
3253,1101480,26024,0.05346620153508391,1.0,1.0,0.07355903305755293,1.0,1.0
3254,1101872,26032,0.05420107101139194,1.0,1.0,,,
3255,1102264,26040,0.043990019341447,1.0,1.0,,,
3256,1102720,26048,0.04204990823293603,1.0,1.0,,,
3257,1102920,26056,0.08603541035045137,1.0,1.0,,,
3258,1103248,26064,0.08220550975252135,1.0,1.0,,,
3259,1103640,26072,0.07519368666713787,1.0,1.0,,,
3260,1103904,26080,0.07376622125715669,1.0,1.0,,,
3261,1104232,26088,0.04359917795293199,1.0,1.0,,,
3262,1104816,26096,0.056124096014046304,1.0,1.0,,,
3263,1105144,26104,0.06683833974877817,1.0,1.0,,,
3264,1105408,26112,0.07153533354601667,1.0,1.0,,,
3265,1105672,26120,0.05393486980986813,1.0,1.0,,,
3266,1105936,26128,0.07505580375805793,1.0,1.0,,,
3267,1106264,26136,0.05722251212120273,1.0,1.0,,,
3268,1106592,26144,0.05241419502860113,1.0,1.0,,,
3269,1106856,26152,0.07572561029140563,0.875,0.9863013698630136,,,
3270,1107184,26160,0.07449878990229789,1.0,1.0,,,
3271,1107576,26168,0.0502318437189316,1.0,1.0,,,
3272,1107968,26176,0.06208561931495654,1.0,1.0,,,
3273,1108296,26184,0.05871756948696456,1.0,1.0,,,
3274,1108624,26192,0.07208402162629479,1.0,1.0,,,
3275,1108952,26200,0.05592739358843921,1.0,1.0,,,
3276,1109216,26208,0.07743910661209155,0.875,0.975,,,
3277,1109608,26216,0.06633255860929749,1.0,1.0,,,
3278,1109872,26224,0.06398463561603607,1.0,1.0,,,
3279,1110072,26232,0.08121422807269442,1.0,1.0,,,
3280,1110528,26240,0.06189962013383197,1.0,1.0,,,
3281,1110728,26248,0.0785938462416441,1.0,1.0,,,
3282,1111120,26256,0.05250384409120096,1.0,1.0,,,
3283,1111320,26264,0.06788553157433613,1.0,1.0,,,
3284,1111648,26272,0.04208080329677696,1.0,1.0,,,
3285,1111976,26280,0.046532673792556406,1.0,1.0,,,
3286,1112368,26288,0.07058372879236814,0.875,0.9833333333333333,,,
3287,1112696,26296,0.05195674990537834,1.0,1.0,,,
3288,1113088,26304,0.054439465128725106,1.0,1.0,,,
3289,1113608,26312,0.06507532305689137,1.0,1.0,,,
3290,1113936,26320,0.06262825431607147,1.0,1.0,,,
3291,1114200,26328,0.048543411685853396,1.0,1.0,,,
3292,1114528,26336,0.0682425453594095,0.875,0.9807692307692307,,,
3293,1114792,26344,0.04307375812714765,1.0,1.0,,,
3294,1115184,26352,0.058958285015096305,1.0,1.0,,,
3295,1115512,26360,0.053189966865633265,0.875,0.9807692307692307,,,
3296,1115968,26368,0.0578213973828337,1.0,1.0,,,
3297,1116232,26376,0.08193240319902681,1.0,1.0,,,
3298,1116560,26384,0.051794692285895796,1.0,1.0,,,
3299,1116888,26392,0.0601751649318857,1.0,1.0,,,
3300,1117152,26400,0.07331520458384842,1.0,1.0,,,
3301,1117480,26408,0.05180920034641715,1.0,1.0,,,
3302,1117680,26416,0.06229760765889794,1.0,1.0,,,
3303,1118008,26424,0.07800004921207002,1.0,1.0,,,
3304,1118464,26432,0.05316605476900061,1.0,1.0,,,
3305,1118856,26440,0.05035154777475321,1.0,1.0,,,
3306,1119056,26448,0.06137516145680646,1.0,1.0,,,
3307,1119448,26456,0.06059766132381736,1.0,1.0,,,
3308,1119712,26464,0.07955817643491861,1.0,1.0,,,
3309,1120104,26472,0.04828707776451532,0.875,0.9818181818181818,,,
3310,1120368,26480,0.06596247992086006,1.0,1.0,,,
3311,1120760,26488,0.03747702712787779,1.0,1.0,,,
3312,1121024,26496,0.05258265078008956,1.0,1.0,,,
3313,1121480,26504,0.0487342064056887,0.875,0.9814814814814815,,,
3314,1121872,26512,0.06644624774887777,1.0,1.0,,,
3315,1122264,26520,0.07698558572571475,1.0,1.0,,,
3316,1122464,26528,0.08646215045086687,1.0,1.0,,,
3317,1122728,26536,0.05309744756806825,1.0,1.0,,,
3318,1123120,26544,0.05951832000872611,1.0,1.0,,,
3319,1123384,26552,0.04963688021970603,1.0,1.0,,,
3320,1123648,26560,0.07215792751262297,1.0,1.0,,,
3321,1124040,26568,0.0806643107694641,1.0,1.0,,,
3322,1124624,26576,0.0700086402358269,1.0,1.0,,,
3323,1124824,26584,0.0874149074612771,1.0,1.0,,,
3324,1125216,26592,0.06794447899048013,1.0,1.0,,,
3325,1125416,26600,0.06678460082176485,1.0,1.0,,,
3326,1125680,26608,0.05477252949158085,1.0,1.0,,,
3327,1125944,26616,0.05812557894554344,1.0,1.0,,,
3328,1126336,26624,0.05606673260886691,1.0,1.0,,,
3329,1126856,26632,0.028735189792638987,1.0,1.0,,,
3330,1127184,26640,0.059364285547405096,1.0,1.0,,,
3331,1127384,26648,0.07348342621416133,1.0,1.0,,,
3332,1127712,26656,0.05457337694522355,1.0,1.0,,,
3333,1128104,26664,0.048981446242201555,1.0,1.0,,,
3334,1128368,26672,0.06017150131017868,1.0,1.0,,,
3335,1128888,26680,0.058668005981691286,1.0,1.0,,,
3336,1129152,26688,0.04799504769868923,1.0,1.0,,,
3337,1129800,26696,0.06974806326178377,1.0,1.0,,,
3338,1130128,26704,0.05471815286757982,1.0,1.0,,,
3339,1130456,26712,0.07861635335496839,1.0,1.0,,,
3340,1131040,26720,0.04672443736833262,1.0,1.0,,,
3341,1131496,26728,0.054965445199558295,1.0,1.0,,,
3342,1131760,26736,0.07580433570634373,1.0,1.0,,,
3343,1131960,26744,0.08112650564159611,1.0,1.0,,,
3344,1132416,26752,0.05002135882570043,1.0,1.0,,,
3345,1132744,26760,0.07125810400461564,1.0,1.0,,,
3346,1133136,26768,0.05083240996163602,1.0,1.0,0.06550884166197614,1.0,1.0
3347,1133400,26776,0.06839626930860011,1.0,1.0,,,
3348,1134048,26784,0.05233056335268419,1.0,1.0,,,
3349,1134440,26792,0.05413475739245192,1.0,1.0,,,
3350,1134768,26800,0.043151863374902684,1.0,1.0,,,
3351,1135096,26808,0.05485961635137038,1.0,1.0,,,
3352,1135616,26816,0.04707931836321005,1.0,1.0,,,
3353,1135880,26824,0.061498821687122764,1.0,1.0,,,
3354,1136080,26832,0.06535183744292562,1.0,1.0,,,
3355,1136280,26840,0.08305690225167021,1.0,1.0,,,
3356,1136480,26848,0.05385015653102219,1.0,1.0,,,
3357,1136744,26856,0.07454815024913877,1.0,1.0,,,
